Brand Name,Gender,Article Type,Style Id,Size,SKU Code,Ship Quantity,Carton No,"Carton Dimension (in
CMs)",Gross Weight (in KGs),"Net Weight (in
KGs)",CBM
Roadster,Men,Tshirts,13623634,M,RDSTTSHT46359569,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,L,RDSTTSHT46359568,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,M,RDSTTSHT46359569,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,M,RDSTTSHT46358741,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,L,RDSTTSHT46358740,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,XL,RDSTTSHT46358739,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623594,M,RDSTTSHT46359489,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,XL,RDSTTSHT46359567,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,M,RDSTTSHT46359569,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623594,L,RDSTTSHT46359488,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,M,RDSTTSHT46358741,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,L,RDSTTSHT46358740,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623594,M,RDSTTSHT46359489,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623220,M,RDSTTSHT46358741,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Tshirts,13623634,M,RDSTTSHT46359569,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
M&H Our Water,Men,Tshirts,13822482,M,MHOWTSHT46743680,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
M&H Our Water,Men,Tshirts,13822482,L,MHOWTSHT46743679,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
M&H Our Water,Men,Tshirts,13822482,L,MHOWTSHT46743679,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
M&H Our Water,Men,Tshirts,13822482,L,MHOWTSHT46743679,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Shirts,13904304,XL,MTHBSHRT46896425,1,STNC213383213,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012456,32,MTHBJENS47094598,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012456,32,MTHBJENS47094598,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012456,32,MTHBJENS47094598,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012456,32,MTHBJENS47094598,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012456,32,MTHBJENS47094598,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012400,30,MTHBJENS47094454,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012400,30,MTHBJENS47094454,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012400,30,MTHBJENS47094454,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,32,MTHBJENS47094603,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,32,MTHBJENS47094603,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,32,MTHBJENS47094603,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,30,MTHBJENS47094602,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012400,30,MTHBJENS47094454,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,32,MTHBJENS47094603,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,32,MTHBJENS47094603,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,30,MTHBJENS47094602,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,30,MTHBJENS47094602,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012458,30,MTHBJENS47094602,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012424,36,MTHBJENS47094512,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012616,28,MTHBJENS47095003,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012520,34,MTHBJENS47094758,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012520,34,MTHBJENS47094758,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Jeans,14012620,28,MTHBJENS47095010,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951210,XL,DSBYJCKT41608428,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951210,S,DSBYJCKT41608422,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951210,XL,DSBYJCKT41608428,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951210,M,DSBYJCKT41608424,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Sweatshirts,9731459,XL,DSBYSWSH34400326,1,STNC213362963,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,L,DSBYJCKT41608882,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,L,DSBYJCKT41608882,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,L,DSBYJCKT41608882,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,L,DSBYJCKT41608882,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,XL,DSBYJCKT41608884,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,M,DSBYJCKT41608880,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,XL,DSBYJCKT41608884,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
DressBerry,Women,Jackets,11951324,M,DSBYJCKT41608880,1,STNC213359139,60X40X40,1.2632,1.1841,0.003475
HERE&NOW,Men,Shirts,12738214,L,HENWSHRT44526834,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Shirts,12920374,XL,RDSTSHRT45078561,1,STNC213375748,60X40X40,1.2632,1.1841,0.003475
HRX by Hrithik Roshan,Men,Jackets,9445535,L,HBHRJCKT34205130,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,S,RDSTSWTR41654784,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,L,RDSTSWTR41654788,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,L,RDSTSWTR41654788,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,L,RDSTSWTR41654788,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,S,RDSTSWTR41654784,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,XL,RDSTSWTR41654790,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,M,RDSTSWTR41654786,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,M,RDSTSWTR41654786,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963566,M,RDSTSWTR41654786,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,XL,RDSTSWTR41654558,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,M,RDSTSWTR41654554,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,M,RDSTSWTR41654554,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,L,RDSTSWTR41654852,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,M,RDSTSWTR41654554,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,L,RDSTSWTR41654852,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,L,RDSTSWTR41654852,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,M,RDSTSWTR41654554,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,L,RDSTSWTR41654556,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,L,RDSTSWTR41654556,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,L,RDSTSWTR41654556,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,M,RDSTSWTR41654850,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,S,RDSTSWTR41654550,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,M,RDSTSWTR41654850,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963508,S,RDSTSWTR41654550,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,M,RDSTSWTR41654850,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963582,M,RDSTSWTR41654850,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,S,RDSTSWTR00016931,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,S,RDSTSWTR00016931,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,M,RDSTSWTR00016932,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,M,RDSTSWTR00016932,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,L,RDSTSWTR00016933,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,M,RDSTSWTR00016932,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,M,RDSTSWTR00016932,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,5300618,XL,RDSTSWTR00016934,1,STNC213379296,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweatshirts,11967098,XL,RDSTSWSH41664438,1,STNC213383213,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweatshirts,11967098,L,RDSTSWSH41664436,1,STNC213383213,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweatshirts,11967098,L,RDSTSWSH41664436,1,STNC213383213,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,S,RDSTSWTR41654120,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,S,RDSTSWTR41654120,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,M,RDSTSWTR41654122,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,M,RDSTSWTR41654122,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,XL,RDSTSWTR41654126,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,M,RDSTSWTR41654122,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,L,RDSTSWTR41654124,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,L,RDSTSWTR41654124,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,M,RDSTSWTR41654122,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Men,Sweaters,11963400,L,RDSTSWTR41654124,1,STNC213360760,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,L,RDSTSWSH44249846,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,L,RDSTSWSH44249846,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,L,RDSTSWSH44249846,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,XL,RDSTSWSH44249848,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,XL,RDSTSWSH44249848,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,M,RDSTSWSH44249844,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,12670292,S,RDSTSWSH44249840,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,L,RDSTSWSH41743040,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,M,RDSTSWSH41743038,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,L,RDSTSWSH41743040,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,M,RDSTSWSH41743038,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,L,RDSTSWSH41743040,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,S,RDSTSWSH41743036,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,M,RDSTSWSH41743038,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,S,RDSTSWSH41743036,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,XL,RDSTSWSH41743042,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Roadster,Women,Sweatshirts,11991254,XL,RDSTSWSH41743042,1,STNC213359080,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,S,MTHBTSHT47711943,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,M,MTHBTSHT47711946,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,XL,MTHBTSHT47711944,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,L,MTHBTSHT47711945,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,M,MTHBTSHT47711894,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,M,MTHBTSHT47711894,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,M,MTHBTSHT47711894,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,XL,MTHBTSHT47711892,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,XL,MTHBTSHT47711944,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,M,MTHBTSHT47711946,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,L,MTHBTSHT47711945,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,M,MTHBTSHT47711946,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350446,M,MTHBTSHT47711946,1,STNC213362861,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,L,MTHBTSHT47711893,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,L,MTHBTSHT47711893,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,L,MTHBTSHT47711893,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350420,L,MTHBTSHT47711893,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,L,MTHBTSHT47711873,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,L,MTHBTSHT47711873,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,M,MTHBTSHT47711874,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,L,MTHBTSHT47711873,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,XL,MTHBTSHT47711872,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,M,MTHBTSHT47711874,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,L,MTHBTSHT47711873,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,M,MTHBTSHT47711874,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,L,MTHBTSHT47711873,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,XL,MTHBTSHT47711872,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350410,M,MTHBTSHT47711874,1,STNC213376457,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350382,XL,MTHBTSHT47711816,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350382,L,MTHBTSHT47711817,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350382,L,MTHBTSHT47711817,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350382,L,MTHBTSHT47711817,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
Mast & Harbour,Men,Tshirts,14350382,L,MTHBTSHT47711817,1,STNC213376172,60X40X40,1.2632,1.1841,0.003475
